Word,Frequency,Line Number,Line Content
,,2508,"'Þis is þe bende of þis blame I bere in my nek,"
,,2509,Þis is þe laþe and þe losse þat I laȝt haue
,,2511,"Þis is þe token of vntrawþe þat I am tan inne,"
,,2515,"Þe kyng comfortez þe knyȝt, and alle þe court als"
,,2517,"Þat lordes and ladis þat longed to þe Table,"
,,2518,"Vche burne of þe broþerhede, a bauderyk schulde haue,"
,,2521,"For þat watz acorded þe renoun of þe Rounde Table,"
,,2523,As hit is breued in þe best boke of romaunce.
,,2525,Þe Brutus bokez þerof beres wyttenesse;
,,2526,"Syphen Brutus, þe bolde burne, boȝed hider fyrst,"
,,2527,"After þe segge and þe asaute watz sesed at Troye,"
,,2531,"Now þat here þe croun of þorne,"
þede,1,1500,"Bot þrete is vnþryuande in þede þer I lende,"
þeder,4,402,"And I schal ware alle my wyt to wynne me þeder,"
,,938,Gawan glydez ful gay and gos þeder sone;
,,1736,"Bot ros hir vp radly, rayked hir þeder"
,,1911,"Huntes hyȝed hem þeder with hornez ful mony,"
þef,1,1726,"Þer he watz þreted and ofte þef called,"
þen,46,24,"Þen in any oþer þat I wot, syn þat ilk tyme."
,,116,"Þen þe first cors come with crakkyng of trumpes,"
,,236,Þen grene aumayl on golde glowande bryȝter.
,,322,"Þen stod þat stif mon nere,"
,,329,Þen feersly þat oþer freke vpon fote lyȝtis.
,,333,Herre þen ani in þe hous by þe hede and more.
,,337,Þen any burne vpon bench hade broȝt hym to drynk
,,366,Þen comaunded þe kyng þe knyȝt for to ryse;
,,377,"Þen carppez to Sir Gawan þe knyȝt in þe grene,"
,,409,Þen may þou frayst my fare and forwardez holde;
,,461,Neuer more þen þay wyste from queþen he watz wonnen.
,,515,Þen notez noble innoȝe
,,522,"Bot þen hyȝes heruest, and hardenes hym sone,"
,,535,Þen þenkkez Gawan ful sone
,,579,"Queme quyssewes þen, þat coyntlych closed"
,,657,Were harder happed on þat haþel þen on any oþer.
,,682,"And so had better haf ben þen britned to noȝt,"
,,733,"Mo nyȝtez þen innoghe in naked rokkez,"
,,773,Þat vmbeteȝe mony tre mo þen two myle.
,,818,"Þen ȝede þe wyȝe ȝerne and com aȝayn swyþe,"
,,832,"Þen haylsed he ful hendly þo haþelez vchone,"
,,910,"Comen to þat Krystmasse, as case hym þen lymped."
,,948,"And wener þen Wenore, as þe wyȝe þoȝt."
,,951,"Þat watz alder þen ho, an auncian hit semed,"
,,959,Schon schyrer þen snawe þat schedez on hillez;
,,1067,"Gladloker, bi Goddez sun, þen any god welde!"
,,1201,"Þen he wakenede, and wroth, and to hir warde torned,"
,,1219,"'Bot wolde ȝe, lady louely, þen leue me grante,"
,,1256,Þen much of þe garysoun oþer golde þat þay hauen.
,,1303,"Þen quoþ Wowen: 'Iwysse, worþe as yow lykez;"
,,1334,"Þen brek þay þe balé, þe bowelez out token"
,,1338,"Þen scher þay out þe schulderez with her scharp knyuez,"
,,1430,"Þen al in a semblé sweyed togeder,"
,,1462,"Þen, braynwod for bate, on burnez he rasez,"
,,1574,Whettez his whyte tuschez; with hym þen irked
,,1768,Much wele þen watz þerinne;
,,1805,More rewarde bi resoun þen I reche myȝt;
,,1856,"Þen kest þe knyȝt, and hit come to his hert"
,,1937,"Þen acoles he þe knyȝt and kysses hym þryes,"
,,1978,Þen at þo ladyez wlonk
,,1990,Þen with ledes and lyȝt he watz ladde to his chambre
,,2102,"And more he is þen any mon vpon myddelerde,"
,,2103,And his body bigger þen þe best fowre
,,2250,Busk no more debate þen I þe bede þenne
,,2297,"Þen muryly efte con he mele, þe mon in þe grene:"
,,2318,"He sprit forth spenne-fote more þen a spere lenþe,"
þene,1,2201,"Þene herde he of þat hyȝe hil, in a harde roche"
þenk,3,487,"Now þenk wel, Sir Gawan,"
,,1681,"Now ""þrid tyme þrowe best"" þenk on þe morne,"
,,2399,"Þenk vpon þis ilke þrepe, þer þou forth þryngez"
þenkkez,2,535,Þen þenkkez Gawan ful sone
,,2054,"'Here is a meyny in þis mote þat on menske þenkkez,"
þenn,6,250,"Þenn Arþour bifore þe hiȝ dece þat auenture byholdez,"
,,1289,"Þe lady þenn spek of leue,"
,,1357,"Þenn þurled þay ayþer þik side þurȝ bi þe rybbe,"
,,2035,"Þenn dressed he his drurye double hym aboute,"
,,2062,Þenn steppez he into stirop and strydez alofte;
,,2338,"Þenn he melez muryly wyth a much steuen,"
þenne,66,169,"His molaynes, and alle þe metail anamayld was þenne,"
,,309,"'What, is þis Arthures hous,' quoþ þe haþel þenne,"
,,410,"And if I spende no speche, þenne spedez þou þe better,"
,,462,What þenne?
,,481,"Þenne þay boȝed to a borde þise burnes togeder,"
,,505,"Bot þenne þe weder of þe worlde wyth wynter hit þrepez,"
,,529,"Þenne al rypez and rotez þat ros vpon fyrst,"
,,551,"Þenne þe best of þe burȝ boȝed togeder,"
,,575,"Þenne set þay þe sabatounz vpon þe segge fotez,"
,,606,"Þenne hentes he þe helme, and hastily hit kysses,"
,,776,"Þenne hatz he hendly of his helme, and heȝly he þonkez"
,,780,"Þenne gerdez he to Gryngolet with þe gilt helez,"
,,827,Knyȝtez and swyerez comen doun þenne
,,836,Þenne þe lorde of þe lede loutez fro his chambre
,,881,And þenne a meré mantyle watz on þat mon cast
,,886,"And achaufed hym chefly, and þenne his cher mended."
,,904,Þenne watz spyed and spured vpon spare wyse
,,944,"Þenne lyst þe lady to loke on þe knyȝt,"
,,945,Þenne com ho of hir closet with mony cler burdez.
,,1071,"Þenne laȝande quoþ þe lorde, 'Now leng þe byhoues,"
,,1079,"And rys, and raykez þenne,"
,,1082,"Þenne watz Gawan ful glad, and gomenly he laȝed:"
,,1086,"Þenne sesed hym þe syre and set hym bysyde,"
,,1091,"Þenne he carped to þe knyȝt, criande loude,"
,,1140,"Þenne þise cacheres þat couþe cowpled hor houndez,"
,,1291,"Þenne ho gef hym god day, and wyth a glent laȝed,"
,,1313,"And þenne he meued to his mete þat menskly hym keped,"
,,1324,"Þenne fersly þay flokked in folk at þe laste,"
,,1341,"And eft at þe gargulun bigynez on þenne,"
,,1354,"Boþe þe hede and þe hals þay hwen of þenne,"
,,1358,"And henged þenne ayþer bi hoȝez of þe fourchez,"
,,1384,"'And al I gif yow, Gawayn,' quoþ þe gome þenne,"
,,1411,"Þenne þay louelych leȝten leue at þe last,"
,,1427,Þenne such a glauer ande glam of gedered rachchez
,,1438,"Þenne þay beten on þe buskez, and bede hym vpryse,"
,,1443,"Ful grymme quen he gronyed; þenne greued mony,"
,,1455,"Schalkez to schote at hym schowen to þenne,"
,,1490,"'Ȝet I kende yow of kyssyng,' quoþ þe clere þenne,"
,,1579,Þat al þuȝt þenne ful loþe
,,1606,Þenne a wyȝe þat watz wys vpon wodcraftez
,,1634,"Þenne hondeled þay þe hoge hed, þe hende mon hit praysed,"
,,1649,"Þenne þay teldet tablez trestes alofte,"
,,1650,Kesten cloþen vpon; clere lyȝt þenne
,,1713,"Þenne watz he went, er he wyst, to a wale tryster,"
,,1750,Bot þenne he con hir here.
,,1847,"'Now forsake ȝe þis silke,' sayde þe burde þenne,"
,,1860,"Þenne he þulged with hir þrepe and þoled hir to speke,"
,,1923,"And þenne þay helden to home, for hit watz nieȝ nyȝt,"
,,1961,Þenne loȝly his leue at þe lorde fyrst
,,2021,"And al watz fresch as vpon fyrst, and he watz fayn þenne"
,,2051,"Hym lyst prik for poynt, þat proude hors þenne."
,,2067,"His haþel on hors watz þenne,"
,,2148,"Þenne loke a littel on þe launde, on þi lyfte honde,"
,,2165,"And þenne he wayted hym aboute, and wylde hit hym þoȝt,"
,,2170,"Þenne he houed, and wythhylde his hors at þat tyde,"
,,2180,"Þenne he boȝez to þe berȝe, aboute hit he walkez,"
,,2207,"Þenne 'Bi Godde,' quoþ Gawayn, 'þat gere, as I trowe,"
,,2250,Busk no more debate þen I þe bede þenne
,,2271,And þenne repreued he þe prynce with mony prowde wordez:
,,2290,"'Haf at þe þenne!' quoþ þat oþer, and heuez hit alofte,"
,,2301,Gawayn ful gryndelly with greme þenne sayde:
,,2307,"Þenne tas he hym stryþe to stryke,"
,,2357,Þenne þar mon drede no waþe.
,,2378,"Þenne he kaȝt to þe knot, and þe kest lawsez,"
,,2445,"How norne ȝe yowre ryȝt nome, and þenne no more?'"
,,2446,"'Þat schal I telle þe trwly,' quoþ þat oþer þenne,"
þer,100,3,Þe tulk þat þe trammes of tresoun þer wroȝt
,,41,"Þer tournayed tulkes by tymez ful mony,"
,,44,"For þer þe fest watz ilyche ful fiften dayes,"
,,50,"With all þe wele of þe worlde þay woned þer samen,"
,,64,"Loude crye watz þer kest of clerkez and oþer,"
,,82,"Þer glent with yȝen gray,"
,,107,"Thus þer stondes in stale þe stif kyng hisseluen,"
,,127,Þer laght withouten loþe;
,,131,For vch wyȝe may wel wit no wont þat þer were.
,,136,"Þer hales in at þe halle dor an aghlich mayster,"
,,195,Þer mony bellez ful bryȝt of brende golde rungen.
,,231,Quo walt þer most renoun.
,,237,"Al studied þat þer stod, and stalked hym nerre"
,,320,So did alle þat þer were.
,,334,"Wyth sturne schere þer he stod he stroked his berde,"
,,349,"Þer such an askyng is heuened so hyȝe in your sale,"
,,353,Ne better bodyes on bent þer baret is rered.
,,479,"Þer alle men for meruayl myȝt on hit loke,"
,,543,Mony ioylez for þat ientyle iapez þer maden.
,,567,"He dowellez þer al þat day, and dressez on þe morn,"
,,696,Þer he fonde noȝt hym byfore þe fare þat he lyked.
,,703,In þe wyldrenesse of Wyrale; wonde þer bot lyte
,,717,At vche warþe oþer water þer þe wyȝe passed
,,720,"So mony meruayl bi mount þer þe mon fyndez,"
,,734,"Þer as claterande fro þe crest þe colde borne rennez,"
,,750,Þat pitosly þer piped for pyne of þe colde.
,,758,"Of sum herber þer heȝly I myȝt here masse,"
,,801,Chalkwhyt chymnees þer ches he innoȝe
,,810,"He calde, and sone þer com"
,,829,"Quen he hef vp his helme, þer hiȝed innoghe"
,,833,And mony proud mon þer presed þat prynce to honour.
,,835,Þer fayre fyre vpon flet fersly brenned.
,,842,'Þer Kryst hit yow forȝelde.'
,,856,"Þat broȝt hym to a bryȝt boure, þer beddyng watz noble,"
,,863,"Þer he watz dispoyled, wyth spechez of myerþe,"
,,877,In felde þer felle men foȝt.
,,878,"A cheyer byfore þe chemné, þer charcole brenned,"
,,1010,"Þer watz mete, þer watz myrþe, þer watz much ioye,"
,,1020,Much pypyng þer repayres;
,,1023,"Much dut watz þer dryuen þat day and þat oþer,"
,,1026,"And watz þe last of þe layk, leudez þer þoȝten."
,,1027,"Þer wer gestes to go vpon þe gray morne,"
,,1063,Þer watz stabled bi statut a steuen vus bytwene
,,1088,Þer watz seme solace by hemself stille;
,,1133,Vche wyȝe on his way þer hym wel lyked.
,,1149,Þer ros for blastez gode
,,1158,Þat þer schulde no mon meue to þe male dere.
,,1161,"Þer myȝt mon se, as þay slypte, slentyng of arwes--"
,,1276,Þer schulde no freke vpon folde bifore yow be chosen.'
,,1322,"Such a sowme he þer slowe bi þat þe sunne heldet,"
,,1327,"Gedered þe grattest of gres þat þer were,"
,,1329,"Serched hem at þe asay summe þat þer were,"
,,1367,"Into þe comly castel, þer þe knyȝt bidez"
,,1372,Þer watz bot wele at wylle.
,,1433,"Þer as þe rogh rocher vnrydely watz fallen,"
,,1437,Þe best þat þer breued watz wyth þe blodhoundez.
,,1463,"Hurtez hem ful heterly þer he forth hyȝez,"
,,1500,"Bot þrete is vnþryuande in þede þer I lende,"
,,1507,Much speche þay þer expoun
,,1509,"'I woled wyt at yow, wyȝe,' þat worþy þer sayde,"
,,1545,"As I am, oþer euer schal, in erde þer I leue,"
,,1565,"Þer he bode in his bay, tel bawemen hit breken,"
,,1567,So felle flonez þer flete when þe folk gedered.
,,1571,Of a rasse bi a rokk þer rennez þe boerne.
,,1586,Foundez fast þurȝ þe forth þer þe felle bydez.
,,1623,His feez þer for to fonge.
,,1629,Of þe were of þe wylde swyn in wod þer he fled.
,,1669,"Ande þer þay dronken, and dalten, and demed eft nwe"
,,1700,"Summe fel in þe fute þer þe fox bade,"
,,1714,"Þer þre þro at a þrich þrat hym at ones,"
,,1726,"Þer he watz þreted and ofte þef called,"
,,1773,"Oþer lach þer hir luf, oþer lodly refuse."
,,1854,"Þer is no haþel vnder heuen tohewe hym þat myȝt,"
,,1876,"Hid hit ful holdely, þer he hit eft fonde."
,,1894,"Now hym lenge in þat lee, þer luf hym bityde!"
,,1898,"Þer as he herd þe howndes þat hasted hym swyþe,"
,,1910,And þer bayen hym mony braþ houndez.
,,1917,Þe rich rurd þat þer watz raysed for Renaude saule
,,1919,"Hor houndez þay þer rewarde,"
,,1936,"Þat we spedly han spoken, þer spared watz no drynk.'"
,,1972,"Þer asyngnes he a seruaunt to sett hym in þe waye,"
,,2078,Þer þe ruful race he schulde resayue.
,,2079,"Þay boȝen bi bonkkez þer boȝez ar bare,"
,,2080,Þay clomben bi clyffez þer clengez þe colde.
,,2085,"Schyre schaterande on schorez, þer þay doun schowued."
,,2086,"Wela wylle watz þe way þer þay bi wod schulden,"
,,2100,"Þer wonez a wyȝe in þat waste, þe worst vpon erþe,"
,,2106,Þer passes non bi þat place so proude in his armes
,,2122,"Cayrez bi sum oþer kyth, þer Kryst mot yow spede,"
,,2233,"When he wan to þe watter, þer he wade nolde,"
,,2266,Þer hade ben ded of his dynt þat doȝty watz euer.
,,2336,"How þat doȝty, dredles, deruely þer stondez"
,,2380,"'Lo! þer þe falssyng, foule mot hit falle!"
,,2399,"Þenk vpon þis ilke þrepe, þer þou forth þryngez"
,,2405,Þer laþed hym fast þe lorde
,,2442,Syn ȝe be lorde of þe ȝonder londe þer I haf lent inne
,,2492,Þer wakned wele in þat wone when wyst þe grete
,,2514,For þer hit onez is tachched twynne wil hit neuer.'
þer-byside,1,1926,"Fyndez fire vpon flet, þe freke þer-byside,"
þer-ryȝt,1,1174,þer-ryȝt.
þer-vnder,2,185,Þat half his armes þer-vnder were halched in þe wyse
,,2081,"Þe heuen watz vphalt, bot vgly þer-vnder;"
þeraboute,3,614,As mony burde þeraboute had ben seuen wynter
,,707,"In any grounde þeraboute, of þe grene chapel;"
,,2487,And þe blykkande belt he bere þeraboute
þerafter,6,511,For solace of þe softe somer þat sues þerafter
,,673,So stif þat þe ston-fyr stroke out þerafter.
,,1024,And þe þryd as þro þronge in þerafter;
,,1343,"Voydez out þe avanters, and verayly þerafter"
,,1827,"And ho soré þat he forsoke, and sayde þerafter,"
,,2420,Dalyda dalt hym hys wyrde--and Dauyth þerafter
þeralofte,1,570,And miche watz þe gyld gere þat glent þeralofte;
þeramongez,1,1362,And bred baþed in blod blende þeramongez.
þerat,4,912,"Loude laȝed he þerat, so lef hit hym þoȝt,"
,,1464,"And mony arȝed þerat, and on lyte droȝen."
,,1635,And let lodly þerat þe lorde for to here.
,,2516,"Laȝen loude þerat, and luflyly acorden"
þerbi,1,117,Wyth mony baner ful bryȝt þat þerbi henged;
þere,26,160,And scholes vnder schankes þere þe schalk rides;
,,240,Forþi for fantoum and fayryȝe þe folk þere hit demed.
,,344,"'Bid me boȝe fro þis benche, and stonde by yow þere,"
,,428,"Þat fele hit foyned wyth her fete, þere hit forth roled;"
,,432,"And runyschly he raȝt out, þere as renkkez stoden,"
,,460,"To quat kyth he becom knwe non þere,"
,,508,"Fallez vpon fayre flat, flowrez þere schewen,"
,,559,Þere watz much derue doel driuen in þe sale
,,855,"And þere were boun at his bode burnez innoȝe,"
,,1001,So did hit þere on þat day þurȝ dayntés mony:
,,1034,"And þere he draȝez hym on dryȝe, and derely hym þonkkez"
,,1195,And lenged þere selly longe to loke quen he wakened.
,,1347,"And heuen hit vp al hole, and hwen hit of þere,"
,,1391,"'Tas yow þere my cheuicaunce, I cheued no more;"
,,1440,"On þe sellokest swyn swenged out þere,"
,,1641,And eftersones of þe same he serued hym þere.
,,1839,To acheue to þe chaunce þat he hade chosen þere.
,,1871,"Thenne lachchez ho hir leue, and leuez hym þere,"
,,1878,"Preuély aproched to a prest, and prayed hym þere"
,,1881,"Þere he schrof hym schyrly and schewed his mysdedez,"
,,1988,And vche segge as soré to seuer with hym þere
,,1995,"Let hym lyȝe þere stille,"
,,2012,For þere watz lyȝt of a laumpe þat lemed in his chambre;
,,2113,"Com ȝe þere, ȝe be kylled, may þe knyȝt rede,"
,,2156,"Lepez hym ouer þe launde, and leuez þe knyȝt þere"
,,2475,"To þe prynce of paradise, and parten ryȝt þere"
þerfor,1,2359,And þerfor þat tappe ta þe.
þerfore,12,103,Þerfore of face so fere
,,241,"Þerfore to answare watz arȝe mony aþel freke,"
,,456,"Þerfore com, oþer recreaunt be calde þe behoues.'"
,,664,Þerfore on his schene schelde schapen watz þe knot
,,756,"And þerfore sykyng he sayde, 'I beseche þe, lorde,"
,,1143,Braches bayed þerfore and breme noyse maked;
,,1393,"'Hit is god,' quoþ þe godmon, 'grant mercy þerfore."
,,1840,"'And þerfore, I pray yow, displese yow noȝt,"
,,2281,þerfore.'
,,2332,"And þerfore, hende, now hoo!'"
,,2455,Þerfore hit is hir name:
,,2469,"Þerfore I eþe þe, haþel, to com to þyn aunt,"
þerforne,1,1110,And quat chek so ȝe acheue chaunge me þerforne.
þerinne,7,17,"Bi syþez hatz wont þerinne,"
,,21,"Bolde bredden þerinne, baret þat lofden,"
,,867,"Sone as he on hent, and happed þerinne,"
,,1653,Much glam and gle glent vp þerinne
,,1768,Much wele þen watz þerinne;
,,1850,"Bot who-so knew þe costes þat knit ar þerinne,"
,,2176,Þe borne blubred þerinne as hit boyled hade.
þerof,6,480,And bi trwe tytel þerof to telle þe wonder.
,,548,To telle yow tenez þerof neuer bot trifel;
,,987,"And wayned hom to wynne þe worchip þerof,"
,,1011,"Þat for to telle þerof hit me tene were,"
,,1702,"A kenet kyres þerof, þe hunt on hym calles;"
,,2525,Þe Brutus bokez þerof beres wyttenesse;
þeron,1,571,"Þe stif mon steppez þeron, and þe stel hondelez,"
þeroute,5,519,"Wela wynne is þe wort þat waxes þeroute,"
,,1141,"Vnclosed þe kenel dore and calde hem þeroute,"
,,2002,"Bot wylde wederez of þe worlde wakned þeroute,"
,,2046,"Wynnez þeroute bilyue,"
,,2483,"Ofte he herbered in house and ofte al þeroute,"
þerto,9,219,Wyth tryed tasselez þerto tacched innoghe
,,401,"Bot teche me truly þerto, and telle me how þou hattes,"
,,577,"With polaynez piched þerto, policed ful clene,"
,,652,Þat quen he blusched þerto his belde neuer payred.
,,760,And þerto prestly I pray my pater and aue
,,936,"Þe lorde loutes þerto, and þe lady als,"
,,1043,"As I am halden þerto, in hyȝe and in loȝe,"
,,1326,"Þe best boȝed þerto with burnez innoghe,"
,,2327,And ȝelde ȝederly aȝayn--and þerto ȝe tryst--
þertylle,2,1113,"'Bi God,' quoþ Gawayn þe gode, 'I grant þertylle,"
,,1370,Þe lorde is comen þertylle;
þerwith,2,983,And þe wynnelych wyne þerwith vche tyme.
,,1611,With bred blent þerwith his braches rewardez.
þerwyth,2,121,"Dayntés dryuen þerwyth of ful dere metes,"
,,1510,"'And yow wrathed not þerwyth, what were þe skylle"
þes,1,2424,"For þes wer forne þe freest, þat folȝed alle þe sele"
þese,2,658,"Now alle þese fyue syþez, for soþe, were fetled on þis knyȝt,"
